theta,dtheta,surrate,initialGuess,a
0.1701696020694471,0.0087266462599716,0.00775,20.0,75.8069803019845
0.1701696020694471,0.0087266462599716,0.00825,20.0,73.24904697088878
0.1701696020694471,0.0087266462599716,0.00875,20.0,70.91750125904657
0.1701696020694471,0.0087266462599716,0.00925,20.0,68.78100061162242
0.1701696020694471,0.0087266462599716,0.00975,20.0,66.81393918539264
0.1788962483294187,0.0087266462599716,0.00025,20.0,479.9468865244073
0.1788962483294187,0.0087266462599716,0.00075,20.0,267.5334989723498
0.1788962483294187,0.0087266462599716,0.00125,20.0,203.6280444135415
0.1788962483294187,0.0087266462599716,0.00175,20.0,170.02083590078678
0.1788962483294187,0.0087266462599716,0.00225,20.0,148.5360355327398
0.1788962483294187,0.0087266462599716,0.00275,20.0,133.31239690910897
0.1788962483294187,0.0087266462599716,0.00325,20.0,121.81192976288918
0.1788962483294187,0.0087266462599716,0.00375,20.0,112.73492188126106
0.1788962483294187,0.0087266462599716,0.00425,20.0,105.3383576391456
0.1788962483294187,0.0087266462599716,0.00475,20.0,99.16289053443474
0.1788962483294187,0.0087266462599716,0.00525,20.0,93.90737085567513
0.1788962483294187,0.0087266462599716,0.00575,20.0,89.36511864206656
0.1788962483294187,0.0087266462599716,0.00625,20.0,85.3889848289737
0.1788962483294187,0.0087266462599716,0.00675,20.0,81.87100017528455
0.1788962483294187,0.0087266462599716,0.00725,20.0,78.72992320775504
0.1788962483294187,0.0087266462599716,0.00775,20.0,75.90330359985752
0.1788962483294187,0.0087266462599716,0.00825,20.0,73.34224611889728
0.1788962483294187,0.0087266462599716,0.00875,20.0,71.00785277641211
